player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Precious Achiuwa,achiupr01,2022,3802,1892,-2.521509940162388,1.763502288425187,-.7580076517372015,-1.687892648862478,3.103440828531878,1.415548179669399,-2.517372390284928,2.144151406740321,-.3732209835446072,2.262658045779584,2.309610968577074,-.0469529227974898,-2.48395629858959,2.024360199426617,-.4595960991629738,-.7286094997082039
Steven Adams,adamsst01,2022,4392,2113,.4706397117727646,1.349454016042736,1.820093727815501,6.291396752350737,-3.165318156956408,3.126078595394329,1.685480149685471,.4503484666970344,2.135828616382506,5.263587097232344,5.140587252649321,.1229998445830231,1.373339501557484,1.526354478379057,2.899693979936541,-.2424297566585475
Bam Adebayo,adebaba01,2022,4893,2439,-.3994729629167682,3.721911967822176,3.322439004905407,1.775651957135959,3.481456391333949,5.257108348469908,.0070846219723953,3.848342284714114,3.855426906686509,8.275218537607781,6.102629373035682,2.1725891645721,.3054921966733931,3.410085395878605,3.715577592551999,-.1181483782609398
Santi Aldama,aldamsa01,2022,763,360,-2.582434628107598,-2.419017647097883,-5.00145227520548,-2.713255980041213,1.162841545658073,-1.55041443438314,-2.809477244026139,-1.865065459685644,-4.674542703711783,-.354748465790142,-.354748465790142,0,-1.643804080129696,-2.28101610524989,-3.924820185379586,.3575529361200886
LaMarcus Aldridge,aldrila01,2022,2205,1050,-.515820827669507,2.245440029367716,1.729619201698209,1.0930653385025,-.4621390907990588,.6309262477034414,-.2411573213771769,1.83076823317327,1.589610911796093,2.319517969225026,2.319517969225026,0,.290867927577827,.8445189462824505,1.135386873860277,-.2260497374816763
Nickeil Alexander-Walker,alexani01,2022,3037,1471,-1.501128710739527,-1.209812106394184,-2.71094081713371,-2.39958351569134,-.9571289060103021,-3.356712421701642,-1.773719915549308,-1.223067919943629,-2.996787835492937,-.1984664678446322,-.2948744030341803,.0964079351895481,-.7419825152673316,-1.313028957058782,-2.055011472326114,.6862630318189362
Grayson Allen,allengr01,2022,4468,2110,.4438659837315534,-.3152035679429544,.1286624157885991,-.6833370054751502,1.131215619003673,.4478786135285222,.2143107529823984,-.0693876080218238,.1449231449605747,3.122603752274343,2.866134370964548,.2564693813097944,.0214240258396664,-.291375224284429,-.2699511984447626,.0220972895831115
Jarrett Allen,allenja01,2022,3667,1809,.2195413650861536,4.273031150345604,4.492572515431758,.0292814845759485,2.347238247863102,2.376519732439051,.1942346735639235,4.089200453318242,4.283435126882165,6.460446751955602,6.460446751955602,0,-.0535675768488784,3.470822716012623,3.417255139163745,-.4787128880535944
Jose Alvarado,alvarjo01,2022,1979,951,.6699024079505933,3.99835293914596,4.668255347096553,-.1474674331918185,4.407851273164389,4.260383839972571,.5295962330512056,4.342400039890017,4.871996272941223,3.669789400350585,3.610532587614111,.0592568127364741,.4873619013505173,4.026851912889879,4.514213814240396,-.168992756308976
Justin Anderson,anderju01,2022,658,316,-.7442992126518519,-4.903935758230626,-5.648234970882479,2.489894539671934,-3.090944474021656,-.6010499343497211,-.109617358467341,-4.791641060415535,-4.901258418882876,-.3504605332475533,-.3504605332475533,0,-1.495222556968051,-4.185541625548939,-5.680764182516989,-.6447119951273663
Kyle Anderson,anderky01,2022,3687,1705,-1.056568866573683,.8309836537581272,-.2255852128155559,-1.85456572041578,.2791593356898038,-1.575406384725976,-1.324155641422123,.7177696426405302,-.6063859987815933,1.876176607307193,1.63351349967296,.2426631076342335,-1.179563489442594,1.040909979823021,-.1386535096195736,.2156386882824289
Giannis Antetokounmpo,antetgi01,2022,5669,2652,5.516621631641725,1.997102543332195,7.51372417497392,4.350578698971955,3.880730626903737,8.231309325875694,5.587616641169193,2.47923915762314,8.066855798792332,14.97824984891317,12.00410798990328,2.97414185900988,4.894021653256878,1.960607856002017,6.854629509258895,1.646594425394003
Thanasis Antetokounmpo,antetth01,2022,1053,493,-2.435617789929966,-.1226369089140685,-2.558254698844035,-4.812143122503467,-2.909139580884155,-7.721282703387621,-3.107812449653422,-.7190338401668618,-3.826846289820283,-.2699030053389405,-.2234183939709947,-.0464846113679457,-2.643057920831549,-.8816033709842852,-3.524661291815835,.119486194673352
Carmelo Anthony,anthoca01,2022,3850,1793,.22517121827288,-2.094629581271512,-1.869458362998632,-.4396007523831077,-.2005919332108057,-.6401926855939133,.1247096331372579,-1.801803438296084,-1.677093805158826,.9805771759766458,.9805771759766458,0,.0707483487344149,-2.121462186951498,-2.050713838217083,-.0922284451652878
